time,altitude,acc_x,vel_x,roll,pitch,yaw
22.180000,1336.725098,9.595708,0.598145,-84.954933,-1.959939,9.518223
22.199999,1336.726929,9.596052,0.091553,-85.016670,-1.954207,9.526277
22.219999,1336.738647,9.595985,0.585938,-85.077972,-1.948651,9.534597
22.240000,1336.718994,9.594393,-0.982666,-85.139877,-1.943081,9.543118
22.260000,1336.725098,9.591779,0.305176,-85.202522,-1.937330,9.551731
22.279999,1336.688477,9.592820,-1.831055,-85.266373,-1.931230,9.560668
22.299999,1336.697510,9.591864,0.451660,-85.331825,-1.924699,9.569541
22.320000,1336.692383,9.593281,-0.256348,-85.398842,-1.917888,9.578542
22.340000,1336.710815,9.593819,0.921631,-85.466896,-1.910973,9.587298
22.359999,1336.669312,9.593931,-2.075195,-85.535637,-1.903770,9.595668
22.379999,1336.693726,9.593652,1.220703,-85.603645,-1.896777,9.603949
22.400000,1336.707764,9.592628,0.701904,-85.670044,-1.890115,9.611715
22.420000,1336.725952,9.591305,0.909424,-85.734856,-1.883804,9.619481
22.439999,1336.705933,9.589321,-1.000977,-85.797882,-1.877865,9.627146
22.459999,1336.687134,9.586348,-0.939941,-85.859001,-1.872215,9.634967
22.480000,1336.702271,9.587057,0.756836,-85.918709,-1.866654,9.642824
22.500000,1336.732544,9.588093,1.513672,-85.977333,-1.860567,9.650716
22.519999,1336.703979,9.587897,-1.428223,-86.036163,-1.855172,9.658985
22.539999,1336.687134,9.588483,-0.842285,-86.094833,-1.849660,9.667310
22.559999,1336.672852,9.587490,-0.714111,-86.154884,-1.844128,9.675912
22.580000,1336.647583,9.586960,-1.263428,-86.216690,-1.838245,9.684388
22.600000,1336.675537,9.589918,1.397705,-86.279816,-1.832211,9.692974
22.619999,1336.651855,9.591108,-1.184082,-86.344055,-1.826043,9.701441
22.639999,1336.657471,9.592969,0.280762,-86.408394,-1.819783,9.709506
22.660000,1336.664429,9.594297,0.347900,-86.472557,-1.813618,9.717424
22.680000,1336.621826,9.594371,-2.130127,-86.536057,-1.807611,9.725183
22.699999,1336.607300,9.593673,-0.726318,-86.598267,-1.801763,9.732750
22.719999,1336.609863,9.594563,0.128174,-86.659691,-1.796105,9.740117
22.740000,1336.623901,9.593083,0.701904,-86.720329,-1.790635,9.747608
22.760000,1336.601807,9.594403,-1.104736,-86.780243,-1.785244,9.755292
22.779999,1336.596802,9.596000,-0.250244,-86.840271,-1.779889,9.762933
22.799999,1336.527344,9.595938,-3.472900,-86.900871,-1.774603,9.770823
22.820000,1336.519287,9.596646,-0.402832,-86.962425,-1.769081,9.778934
22.840000,1336.510986,9.597681,-0.415039,-87.024826,-1.763441,9.786920
22.859999,1336.494995,9.597485,-0.799561,-87.087952,-1.757717,9.794921
22.879999,1336.482422,9.596538,-0.628662,-87.151802,-1.751775,9.802840
22.900000,1336.466797,9.597198,-0.781250,-87.216125,-1.745789,9.810829
22.920000,1336.480957,9.596657,0.708008,-87.280525,-1.739701,9.818603
22.939999,1336.458496,9.595777,-1.123047,-87.344696,-1.733687,9.826186
22.959999,1336.464233,9.596498,0.286865,-87.408295,-1.727690,9.833752
22.980000,1336.438721,9.595630,-1.275635,-87.471397,-1.721708,9.841182
23.000000,1336.433228,9.597129,-0.274658,-87.534233,-1.715825,9.848783
23.019999,1336.451904,9.595445,0.933838,-87.597038,-1.709875,9.856235
23.039999,1336.472412,9.595044,1.025391,-87.660019,-1.703832,9.863825
23.059999,1336.464844,9.595441,-0.378418,-87.722923,-1.698081,9.871357
23.080000,1336.488403,9.596572,1.177979,-87.785858,-1.693372,9.878920
23.100000,1336.495117,9.595315,0.335693,-87.848305,-1.689150,9.886503
23.119999,1336.475952,9.594159,-0.958252,-87.909447,-1.684493,9.893934
23.139999,1336.501221,9.593862,1.263428,-87.969421,-1.678982,9.901503
23.160000,1336.490845,9.593970,-0.518799,-88.029839,-1.674126,9.909106
23.180000,1336.463745,9.594453,-1.354980,-88.090393,-1.669113,9.916570
23.199999,1336.464966,9.594897,0.061035,-88.151421,-1.663798,9.924192
23.219999,1336.458130,9.595689,-0.341797,-88.212784,-1.658435,9.931814
23.240000,1336.456665,9.594502,-0.073242,-88.274239,-1.653068,9.939515
23.260000,1336.470703,9.593794,0.701904,-88.336212,-1.647511,9.947215
23.279999,1336.451172,9.594291,-0.976562,-88.398438,-1.641922,9.954857
23.299999,1336.397583,9.594365,-2.679443,-88.461136,-1.636271,9.962556
23.320000,1336.421875,9.594434,1.214600,-88.524353,-1.630534,9.969970
23.340000,1336.364014,9.593349,-2.893066,-88.587753,-1.624781,9.977436
23.359999,1336.362305,9.595030,-0.085449,-88.651299,-1.618900,9.984870
23.379999,1336.337402,9.596577,-1.245117,-88.714821,-1.612923,9.992221
23.400000,1336.353882,9.595702,0.823975,-88.778275,-1.606984,9.999438
23.420000,1336.355225,9.594898,0.067139,-88.841858,-1.601042,10.006481
23.439999,1336.365601,9.595690,0.518799,-88.905106,-1.595066,10.013472
23.459999,1336.332031,9.593738,-1.678467,-88.968155,-1.589040,10.020533
23.480000,1336.302856,9.594239,-1.458740,-89.030800,-1.583003,10.027423
23.500000,1336.317261,9.592021,0.720215,-89.093193,-1.576941,10.034466
23.519999,1336.294067,9.592660,-1.159668,-89.155571,-1.570925,10.041546
23.539999,1336.288330,9.591333,-0.286865,-89.217911,-1.564952,10.048526
23.559999,1336.328979,9.593942,2.032471,-89.280479,-1.558979,10.055646
23.580000,1336.335083,9.594044,0.305176,-89.343338,-1.552872,10.062802
23.600000,1336.367188,9.593755,1.605225,-89.406456,-1.546756,10.070198
23.619999,1336.372803,9.593872,0.280762,-89.470047,-1.540477,10.077517
23.639999,1336.352783,9.593980,-1.000977,-89.533745,-1.534217,10.084604
23.660000,1336.327393,9.592165,-1.269531,-89.596817,-1.528334,10.091852
23.680000,1336.351318,9.592027,1.196289,-89.659340,-1.522446,10.099050
23.699999,1336.332886,9.592665,-0.921631,-89.722786,-1.517330,10.106485
23.719999,1336.328003,9.592486,-0.244141,-89.785927,-1.513008,10.113689
23.740000,1336.312744,9.590025,-0.762939,-89.848228,-1.508835,10.120916
23.760000,1336.320557,9.590823,0.390625,-89.910538,-1.504551,10.128063
23.779999,1336.322876,9.591558,0.115967,-89.972946,-1.500253,10.135142
23.799999,1336.317871,9.594148,-0.250244,-90.035652,-1.495684,10.142241
23.820000,1336.324097,9.594234,0.311279,-90.098396,-1.490904,10.149217
23.840000,1336.335205,9.594695,0.555420,-90.161072,-1.485950,10.156293
23.859999,1336.323364,9.592440,-0.592041,-90.223801,-1.480924,10.163157
23.879999,1336.371704,9.590365,2.416992,-90.286591,-1.475834,10.169893
23.900000,1336.350830,9.591519,-1.043701,-90.349403,-1.470572,10.176728
23.920000,1336.302124,9.592581,-2.435303,-90.412354,-1.465132,10.183628
23.939999,1336.317993,9.590878,0.793457,-90.475349,-1.459660,10.190274
23.959999,1336.302612,9.590076,-0.769043,-90.538147,-1.454195,10.196927
23.980000,1336.254272,9.592019,-2.416992,-90.600861,-1.448717,10.203659
24.000000,1336.217896,9.591510,-1.818848,-90.663849,-1.443056,10.210344
24.019999,1336.253418,9.592956,1.776123,-90.726967,-1.437358,10.216929
24.039999,1336.296753,9.593137,2.166748,-90.789978,-1.431556,10.223249
24.059999,1336.307983,9.591390,0.561523,-90.852783,-1.425786,10.229534
24.080000,1336.296631,9.592845,-0.567627,-90.915627,-1.420004,10.235884
24.100000,1336.347778,9.590738,2.557373,-90.978264,-1.414143,10.242178
24.119999,1336.332031,9.590714,-0.787354,-91.040909,-1.408167,10.248744
24.139999,1336.309448,9.590693,-1.129150,-91.104034,-1.402112,10.255337
24.160000,1336.325317,9.591821,0.793457,-91.167290,-1.396051,10.261725
24.180000,1336.355225,9.592476,1.495361,-91.230759,-1.389958,10.268287
24.199999,1336.367188,9.593079,0.598145,-91.294724,-1.383779,10.274837
24.219999,1336.400513,9.597844,1.666260,-91.358871,-1.377474,10.281070
24.240000,1336.431885,9.595720,1.568604,-91.423119,-1.371051,10.287251
24.260000,1336.447876,9.593766,0.799561,-91.487411,-1.365331,10.293380
24.279999,1336.447876,9.595414,0.000000,-91.551712,-1.360823,10.299662
24.299999,1336.411865,9.597313,-1.800537,-91.615265,-1.356894,10.305796
24.320000,1336.400146,9.594465,-0.585938,-91.677536,-1.352913,10.311931
24.340000,1336.392822,9.598354,-0.366211,-91.740273,-1.349719,10.318340
24.359999,1336.371826,9.598104,-1.049805,-91.803474,-1.346903,10.324804
24.379999,1336.390015,9.596341,0.909424,-91.866539,-1.343848,10.331325
24.400000,1336.417236,9.596251,1.361084,-91.929680,-1.340325,10.337659
24.420000,1336.458252,9.597318,2.050781,-91.993011,-1.336451,10.344090
24.439999,1336.469727,9.596002,0.573730,-92.056511,-1.332363,10.350621
24.459999,1336.455933,9.593642,-0.689697,-92.120178,-1.327873,10.356723
24.480000,1336.408813,9.593768,-2.355957,-92.183983,-1.323117,10.362894
24.500000,1336.395874,9.594650,-0.646973,-92.247498,-1.318315,10.368865
24.519999,1336.357300,9.592016,-1.928711,-92.310883,-1.313534,10.375035
24.539999,1336.372681,9.590741,0.769043,-92.374023,-1.308820,10.380836
24.559999,1336.350830,9.588420,-1.092529,-92.436890,-1.303926,10.386813
24.580000,1336.330078,9.590113,-1.037598,-92.499634,-1.298859,10.392504
24.600000,1336.306152,9.590521,-1.196289,-92.562057,-1.293668,10.398196
24.619999,1336.262329,9.591662,-2.191162,-92.623962,-1.288522,10.403687
24.639999,1336.277832,9.587736,0.775146,-92.685242,-1.283219,10.408823
24.660000,1336.276245,9.587569,-0.079346,-92.746307,-1.277907,10.414163
24.680000,1336.247681,9.587416,-1.428223,-92.807365,-1.272445,10.419621
24.699999,1336.250366,9.587657,0.134277,-92.868660,-1.266907,10.425316
24.719999,1336.200562,9.588262,-2.490234,-92.930305,-1.261287,10.431049
24.740000,1336.223267,9.590733,1.135254,-92.992012,-1.255527,10.436821
24.760000,1336.191528,9.588411,-1.586914,-93.053780,-1.249635,10.442456
24.779999,1336.167847,9.586658,-1.184082,-93.115738,-1.243711,10.448107
24.799999,1336.191040,9.588109,1.159668,-93.177956,-1.237723,10.454108
24.820000,1336.167603,9.587913,-1.171875,-93.240646,-1.231529,10.460268
24.840000,1336.144531,9.587349,-1.153564,-93.303497,-1.225104,10.466037
24.859999,1336.135376,9.590276,-0.457764,-93.366180,-1.219549,10.471650
24.879999,1336.125977,9.590672,-0.469971,-93.429733,-1.214480,10.477118
24.900000,1336.112549,9.590652,-0.671387,-93.494087,-1.210302,10.482770
24.920000,1336.120239,9.591784,0.384521,-93.558907,-1.206789,10.488030
24.939999,1336.088745,9.590528,-1.574707,-93.622986,-1.203648,10.493067
24.959999,1336.055420,9.590903,-1.666260,-93.686546,-1.200581,10.498021
24.980000,1336.083374,9.588951,1.397705,-93.749474,-1.197386,10.502855
25.000000,1336.087524,9.592133,0.207520,-93.811798,-1.193957,10.507565
25.019999,1336.111694,9.593145,1.208496,-93.873894,-1.190231,10.512555
25.039999,1336.100952,9.594460,-0.537109,-93.935822,-1.186370,10.517392
25.059999,1336.101074,9.593372,0.006104,-93.997658,-1.182339,10.522457
25.080000,1336.093750,9.591989,-0.366211,-94.059532,-1.178027,10.527626
25.100000,1336.104980,9.590715,0.561523,-94.121544,-1.173425,10.533074
25.119999,1336.128052,9.592224,1.153564,-94.183670,-1.168581,10.538504
25.139999,1336.076416,9.592847,-2.581787,-94.246223,-1.163428,10.544159
25.160000,1336.086304,9.591888,0.494385,-94.309235,-1.158114,10.549837
25.180000,1336.072510,9.593686,-0.689697,-94.372406,-1.152734,10.554993
25.199999,1336.085693,9.592278,0.659180,-94.435738,-1.147246,10.560270
25.219999,1336.099976,9.591365,0.714111,-94.499435,-1.141618,10.565650
25.240000,1336.126953,9.593204,1.348877,-94.563255,-1.135950,10.570637
25.260000,1336.131958,9.592983,0.250244,-94.626968,-1.130251,10.575689
25.279999,1336.072876,9.592779,-2.954102,-94.690414,-1.124340,10.580510
25.299999,1336.062988,9.593357,-0.494385,-94.753876,-1.118315,10.584950
25.320000,1336.068359,9.595037,0.268555,-94.817238,-1.112195,10.589181
25.340000,1336.080444,9.592372,0.604248,-94.880302,-1.106151,10.593192
25.359999,1336.058716,9.591452,-1.086426,-94.943184,-1.100107,10.597479
25.379999,1336.077515,9.592901,0.939941,-95.005707,-1.094158,10.601254
25.400000,1336.053467,9.590790,-1.202393,-95.067741,-1.088194,10.604836
25.420000,1336.022705,9.590761,-1.538086,-95.129547,-1.082110,10.608971
25.439999,1336.074951,9.592266,2.612305,-95.191048,-1.076089,10.613014
25.459999,1336.106201,9.592119,1.562500,-95.253014,-1.070997,10.617280
25.480000,1336.105103,9.592367,-0.054932,-95.315758,-1.066848,10.621295
25.500000,1336.124634,9.595276,0.976562,-95.378365,-1.063222,10.625616
25.519999,1336.060059,9.597569,-3.228760,-95.441986,-1.060107,10.630031
25.539999,1335.992554,9.595083,-3.375244,-95.506157,-1.057908,10.634180
25.559999,1335.964600,9.593563,-1.397705,-95.570778,-1.055596,10.638771
25.580000,1335.927002,9.596375,-1.879883,-95.635399,-1.052882,10.642817
25.599998,1335.919434,9.593603,-0.378418,-95.699852,-1.049942,10.647675
25.619999,1335.930420,9.594499,0.549316,-95.764214,-1.046744,10.652331
25.639999,1335.916870,9.594557,-0.677490,-95.828590,-1.043207,10.656530
25.660000,1335.907104,9.593461,-0.488281,-95.892914,-1.039450,10.660690
25.680000,1335.926758,9.593219,0.982666,-95.957367,-1.035491,10.664299
25.699999,1335.928955,9.595293,0.109863,-96.021759,-1.031322,10.667096
25.719999,1335.927246,9.595670,-0.085449,-96.085709,-1.027077,10.668615
25.740000,1335.916382,9.595634,-0.543213,-96.149269,-1.022586,10.670661
25.760000,1335.902954,9.598663,-0.671387,-96.212021,-1.018046,10.672283
25.779999,1335.911133,9.599154,0.408936,-96.274391,-1.013383,10.674684
25.799999,1335.858887,9.597691,-2.612305,-96.336845,-1.008691,10.677259
25.820000,1335.892456,9.597876,1.678467,-96.399117,-1.003848,10.679523
25.840000,1335.921509,9.596515,1.452637,-96.461449,-0.998638,10.683163
25.859999,1335.888916,9.592965,-1.629639,-96.523956,-0.993313,10.685891
25.879999,1335.912842,9.595825,1.196289,-96.586395,-0.987865,10.688420
25.900000,1335.961792,9.595777,2.447510,-96.649139,-0.982344,10.691798
25.920000,1335.937500,9.593435,-1.214600,-96.712257,-0.976792,10.694400
25.939999,1335.941040,9.596258,0.177002,-96.775352,-0.971094,10.696884
25.959999,1335.959717,9.595027,0.933838,-96.838577,-0.965519,10.697867
25.980000,1335.981323,9.590448,1.080322,-96.901451,-0.959835,10.699089
26.000000,1335.980469,9.591596,-0.042725,-96.964027,-0.954240,10.699886
26.019999,1335.945923,9.593034,-1.727295,-97.026634,-0.948646,10.700450
26.039999,1335.958984,9.595123,0.653076,-97.089195,-0.943037,10.701107
26.059999,1335.965820,9.594365,0.341797,-97.152161,-0.938008,10.699958
26.080000,1335.960205,9.595965,-0.280762,-97.216019,-0.933328,10.696953
26.099998,1335.936401,9.592460,-1.190186,-97.280258,-0.929513,10.693127
26.119999,1335.985962,9.593446,2.478027,-97.344879,-0.926312,10.691012
26.139999,1335.950806,9.595502,-1.757812,-97.409027,-0.923975,10.687380
26.160000,1335.971313,9.594714,1.025391,-97.473953,-0.921137,10.688196
26.180000,1335.970093,9.595903,-0.061035,-97.538841,-0.918355,10.685553
26.199999,1335.984253,9.596231,0.708008,-97.602699,-0.916255,10.675958
26.219999,1336.004272,9.593853,1.000977,-97.666275,-0.910675,10.691207
26.240000,1335.997803,9.593963,-0.323486,-97.632301,-0.916165,10.623442
26.260000,1336.028442,9.590235,1.531982,-97.662453,-0.901734,10.702558
26.279999,1336.025879,9.594462,-0.128174,-97.684036,-0.886455,10.786319
26.299999,1336.095093,9.594906,3.460693,-97.687439,-0.893523,10.702237
26.320000,1336.122681,9.594931,1.379395,-97.631638,-0.892443,10.676742
26.340000,1336.146606,9.593805,1.196289,-97.687645,-0.881760,10.721899
26.359999,1336.193848,9.592770,2.362061,-97.632874,-0.881127,10.691553
26.379999,1336.164185,9.591817,-1.483154,-97.689507,-0.870292,10.735309
26.400000,1336.171631,9.592854,0.372314,-97.640038,-0.870986,10.691488
26.420000,1336.206421,9.591895,1.739502,-97.679085,-0.855985,10.763545
26.439999,1336.228882,9.593309,1.123047,-97.656311,-0.860759,10.687266
26.459999,1336.250000,9.593462,1.055908,-97.717857,-0.858634,10.662004
26.480000,1336.270020,9.593986,1.000977,-97.662460,-0.849303,10.689124
26.500000,1336.305054,9.591404,1.751709,-97.607468,-0.839674,10.718442
26.519999,1336.313354,9.596304,0.415039,-97.668175,-0.837429,10.691933
26.539999,1336.364624,9.595069,2.563477,-97.700089,-0.841599,10.618798
26.559999,1336.374023,9.595081,0.469971,-97.687462,-0.824468,10.703890
26.580000,1336.351318,9.595093,-1.135254,-97.654587,-0.828435,10.632846
26.599998,1336.424072,9.593189,3.637695,-97.641670,-0.811487,10.718287
26.619999,1336.429810,9.590672,0.286865,-97.630035,-0.817083,10.635280
26.639999,1336.385376,9.591418,-2.221680,-97.624077,-0.799807,10.722293
26.660000,1336.394531,9.591340,0.457764,-97.647896,-0.783977,10.803639
26.680000,1336.383179,9.591268,-0.567627,-97.629288,-0.788669,10.723719
26.699999,1336.395020,9.591584,0.592041,-97.687950,-0.777270,10.760660
26.719999,1336.357178,9.592641,-1.892090,-97.657684,-0.780742,10.690370
26.740000,1336.334839,9.592082,-1.116943,-97.721954,-0.772158,10.715507
26.760000,1336.294922,9.592716,-1.995850,-97.687195,-0.775847,10.650927
26.779999,1336.240356,9.595214,-2.728271,-97.742607,-0.776852,10.605642
26.799999,1336.233643,9.596363,-0.335693,-97.698990,-0.764143,10.661898
26.820000,1336.251465,9.592826,0.891113,-97.641006,-0.757336,10.673709
26.840000,1336.266479,9.593400,0.750732,-97.702057,-0.755419,10.648049
26.859999,1336.329468,9.593928,3.149414,-97.646156,-0.746293,10.675068
26.879999,1336.359375,9.594415,1.495361,-97.708298,-0.743310,10.655335
26.900000,1336.380371,9.594480,1.049805,-97.654953,-0.732631,10.691586
26.920000,1336.400146,9.599133,0.988770,-97.718727,-0.724824,10.705403
26.939999,1336.376587,9.596141,-1.177979,-97.675194,-0.726353,10.649988
26.959999,1336.337402,9.594918,-1.959229,-97.709938,-0.710152,10.725495
26.980000,1336.370605,9.593794,1.660156,-97.667328,-0.711699,10.668907
27.000000,1336.385254,9.591993,0.732422,-97.717407,-0.697805,10.726170
27.019999,1336.395142,9.591486,0.494385,-97.668694,-0.697713,10.680427
27.039999,1336.412720,9.592168,0.878906,-97.725288,-0.696650,10.641271
27.059999,1336.451904,9.593560,1.959229,-97.668175,-0.687322,10.663875
27.080000,1336.471069,9.590247,0.958252,-97.610306,-0.683458,10.646423
27.099998,1336.472168,9.591793,0.054932,-97.669441,-0.672624,10.681196
27.119999,1336.527466,9.590919,2.764893,-97.714256,-0.674545,10.621698
27.139999,1336.540283,9.590115,0.640869,-97.666733,-0.661322,10.673848
27.160000,1336.544800,9.588609,0.225830,-97.635483,-0.645257,10.747429
27.180000,1336.524658,9.589520,-1.007080,-97.670189,-0.648582,10.676834
27.199999,1336.541870,9.589211,0.860596,-97.698196,-0.631445,10.757144
27.219999,1336.526611,9.591223,-0.762939,-97.659500,-0.633309,10.695255
27.240000,1336.534424,9.591542,0.390625,-97.661919,-0.638111,10.611295
27.260000,1336.557007,9.591071,1.129150,-97.661148,-0.619965,10.698761
27.279999,1336.576172,9.588723,0.958252,-97.650673,-0.624392,10.617391
27.299999,1336.541870,9.592306,-1.715088,-97.696068,-0.609424,10.685144
27.320000,1336.543823,9.592156,0.097656,-97.675003,-0.613116,10.609246
27.340000,1336.575195,9.591636,1.568604,-97.728752,-0.598885,10.665092
27.359999,1336.582886,9.592689,0.384521,-97.682716,-0.598265,10.619637
27.379999,1336.543579,9.595572,-1.965332,-97.689354,-0.603000,10.535844
27.400000,1336.534668,9.594395,-0.445557,-97.683670,-0.584848,10.622519
27.420000,1336.552246,9.594460,0.878906,-97.632469,-0.572836,10.664822
27.439999,1336.557495,9.594138,0.262451,-97.667351,-0.576143,10.594064
27.459999,1336.596558,9.593459,1.953125,-97.662102,-0.558324,10.680816
27.480000,1336.601685,9.595132,0.256348,-97.649857,-0.563044,10.598864
27.500000,1336.601807,9.596288,0.006104,-97.651985,-0.544988,10.686371
27.519999,1336.573486,9.597351,-1.416016,-97.666153,-0.549716,10.603689
27.539999,1336.576416,9.594118,0.146484,-97.616234,-0.537307,10.647625
27.559999,1336.592163,9.595355,0.787354,-97.674149,-0.535728,10.610452
27.580000,1336.576416,9.596876,-0.787354,-97.724564,-0.536356,10.557817
27.599998,1336.622559,9.595595,2.307129,-97.670326,-0.525268,10.593314
27.619999,1336.587891,9.595948,-1.733398,-97.724709,-0.524675,10.552987
27.639999,1336.549927,9.596272,-1.898193,-97.667366,-0.514272,10.586362
27.660000,1336.571411,9.594657,1.074219,-97.649269,-0.497340,10.670321
27.680000,1336.537354,9.595851,-1.702881,-97.656464,-0.502976,10.586782
27.699999,1336.517578,9.597332,-0.988770,-97.624817,-0.487099,10.662907
27.719999,1336.498169,9.597163,-0.970459,-97.598045,-0.470752,10.741985
27.740000,1336.511597,9.597008,0.671387,-97.537323,-0.465800,10.733322
27.760000,1336.540283,9.598396,1.434326,-97.600098,-0.460478,10.725200
27.779999,1336.562988,9.596228,1.135254,-97.636688,-0.463152,10.655429
27.799999,1336.582153,9.596530,0.958252,-97.652977,-0.444734,10.741204
27.820000,1336.604858,9.596043,1.135254,-97.659607,-0.449023,10.657109
27.840000,1336.584473,9.595594,-1.019287,-97.709984,-0.449412,10.603133
27.859999,1336.605469,9.595947,1.049805,-97.758049,-0.450162,10.546341
27.879999,1336.618530,9.597803,0.653076,-97.716286,-0.433993,10.608203
27.900000,1336.653931,9.596448,1.770020,-97.767448,-0.432674,10.560542
27.920000,1336.655640,9.596732,0.085449,-97.729561,-0.416033,10.628125
27.939999,1336.645142,9.596994,-0.524902,-97.679367,-0.415674,10.583286
27.959999,1336.650146,9.596087,0.250244,-97.703751,-0.398383,10.664906
27.980000,1336.618164,9.597166,-1.599121,-97.644577,-0.392566,10.661305
28.000000,1336.609131,9.596245,-0.451660,-97.705688,-0.382359,10.689218
28.019999,1336.600830,9.599226,-0.415039,-97.650970,-0.379539,10.660907
28.039999,1336.595337,9.598906,-0.274658,-97.714355,-0.370304,10.680384
28.059999,1336.639282,9.596697,2.197266,-97.658340,-0.366328,10.659878
28.080000,1336.617065,9.599258,-1.110840,-97.639114,-0.370072,10.581366
28.099998,1336.577759,9.597021,-1.965332,-97.678345,-0.353767,10.652322
28.119999,1336.593628,9.597260,0.793457,-97.673622,-0.358395,10.568520
28.139999,1336.598267,9.600160,0.231934,-97.715614,-0.342928,10.634959
28.160000,1336.633423,9.597085,1.757812,-97.656258,-0.338626,10.619964
28.180000,1336.675049,9.596170,2.081299,-97.596214,-0.330381,10.634225
28.199999,1336.694702,9.594946,0.982666,-97.658188,-0.322827,10.643802
28.219999,1336.683105,9.595350,-0.579834,-97.607430,-0.310049,10.691462
28.240000,1336.675781,9.597254,-0.366211,-97.659607,-0.309793,10.644180
28.260000,1336.688965,9.599771,0.659180,-97.640259,-0.292116,10.725730
28.279999,1336.689209,9.599025,0.012207,-97.670563,-0.295440,10.649942
28.299999,1336.690552,9.597955,0.067139,-97.706818,-0.298114,10.578651
28.320000,1336.734985,9.596587,2.221680,-97.657845,-0.285053,10.623493
28.340000,1336.809448,9.596861,3.723145,-97.697723,-0.287313,10.556345
28.359999,1336.778198,9.594433,-1.562500,-97.749847,-0.287289,10.508852
28.379999,1336.793091,9.594113,0.744629,-97.692360,-0.276928,10.540197
28.400000,1336.824463,9.594968,1.568604,-97.739159,-0.263586,10.595203
28.420000,1336.847168,9.594222,1.135254,-97.675468,-0.258956,10.587746
28.439999,1336.857178,9.593153,0.500488,-97.640762,-0.243240,10.662351
28.459999,1336.849487,9.594084,-0.384521,-97.578651,-0.235773,10.670980
28.480000,1336.889648,9.593792,2.008057,-97.639633,-0.231052,10.655858
28.500000,1336.858887,9.592758,-1.538086,-97.583321,-0.218884,10.688096
28.519999,1336.830811,9.591041,-1.403809,-97.603920,-0.220609,10.607664
28.539999,1336.828247,9.592906,-0.128174,-97.618790,-0.199800,10.693962
28.559999,1336.849609,9.590411,1.068115,-97.666725,-0.198277,10.633905
28.580000,1336.862915,9.592327,0.665283,-97.629677,-0.196745,10.573633
28.599998,1336.857056,9.593707,-0.292969,-97.690460,-0.182454,10.611263
28.619999,1336.875366,9.592680,0.915527,-97.691383,-0.184974,10.527155
28.639999,1336.857422,9.592883,-0.897217,-97.692406,-0.164673,10.614543
28.660000,1336.882080,9.594218,1.232910,-97.680054,-0.167666,10.532471
28.680000,1336.881104,9.591619,-0.048828,-97.663971,-0.148552,10.616453
28.699999,1336.849609,9.593821,-1.574707,-97.627991,-0.150024,10.548636
28.719999,1336.870117,9.592018,1.025391,-97.637268,-0.131040,10.635054
28.740000,1336.851929,9.591125,-0.909424,-97.583168,-0.128807,10.596289
28.760000,1336.904419,9.592602,2.624512,-97.626686,-0.113145,10.659060
28.779999,1336.913452,9.593960,0.451660,-97.566040,-0.105662,10.660888
28.799999,1336.864624,9.591763,-2.441406,-97.626755,-0.101258,10.640003
28.820000,1336.873535,9.592806,0.445557,-97.684364,-0.098692,10.606129
28.840000,1336.888428,9.591468,0.744629,-97.625267,-0.089729,10.619571
28.859999,1336.886353,9.593300,-0.103760,-97.630264,-0.093854,10.535623
28.879999,1336.888306,9.591922,0.097656,-97.650925,-0.075630,10.618941
28.900000,1336.823853,9.595248,-3.222656,-97.678345,-0.078854,10.543712
28.920000,1336.839233,9.593715,0.769043,-97.638748,-0.062962,10.611186
28.939999,1336.782349,9.595366,-2.844238,-97.624512,-0.044773,10.696585
28.959999,1336.756958,9.594589,-1.269531,-97.648911,-0.048310,10.619793
28.980000,1336.735962,9.595406,-1.049805,-97.592346,-0.036755,10.656262
29.000000,1336.758667,9.593476,1.135254,-97.653679,-0.031467,10.644524
29.019999,1336.765015,9.592850,0.317383,-97.599266,-0.029071,10.610033
29.039999,1336.714355,9.588828,-2.532959,-97.660774,-0.024412,10.593149
29.059999,1336.734863,9.590488,1.025391,-97.604851,-0.012745,10.624461
29.080000,1336.762329,9.589719,1.373291,-97.647507,-0.012647,10.562953
29.099998,1336.734985,9.590924,-1.367188,-97.708702,-0.005786,10.547977
29.119999,1336.740967,9.588588,0.299072,-97.648865,0.001826,10.539896
29.139999,1336.740601,9.588353,-0.018311,-97.709023,0.009227,10.524671
29.160000,1336.784058,9.588902,2.172852,-97.666618,0.028023,10.589875
29.179998,1336.760864,9.591705,-1.159668,-97.667007,0.026250,10.505824
29.199999,1336.732910,9.591987,-1.397705,-97.675789,0.047151,10.592140
29.219999,1336.736572,9.592628,0.183105,-97.616051,0.059859,10.619301
29.240000,1336.730103,9.593219,-0.323486,-97.668198,0.074839,10.665068
29.260000,1336.668335,9.590316,-3.088379,-97.614273,0.078262,10.624770
29.279999,1336.665283,9.591474,-0.152588,-97.655304,0.095958,10.691099
29.299999,1336.627441,9.593688,-1.892090,-97.639259,0.093785,10.610465
29.320000,1336.620361,9.594193,-0.354004,-97.579552,0.104062,10.623268
29.340000,1336.657837,9.591596,1.873779,-97.641884,0.113926,10.634098
29.359999,1336.641846,9.591503,-0.799561,-97.599197,0.114559,10.576307
29.379999,1336.682007,9.592566,2.008057,-97.654724,0.128585,10.619159
29.400000,1336.694458,9.594693,0.622559,-97.660408,0.125520,10.535347
29.420000,1336.730957,9.593969,1.824951,-97.695068,0.143522,10.608994
